searchstring	count	is_fixed	fixed_searchstring	productcount	predicted_productcount
atlant 6326	70	False	atlant 6326	0	0
морозильные камеры	283	False	морозильные камеры	19	19
теплый пол	51	False	теплый пол	19	19
wth 83000	1	False	wth 83000	1	1
284611	9	False	284611	0	0
Aeg	8	False	Aeg	10	10
GEFEST 1200-00 С 6 К33	2	False	GEFEST 1200-00 С 6 К33	0	0
атлант 6025-031	1	True	atlant 6025-031	0	0
системный блок	21	False	системный блок	0	0
Блендер GASTRORAG B-012A.	2	False	Блендер GASTRORAG B-012A.	0	0
Bosch SMV46MX01R	16	False	Bosch SMV46MX01R	1	1
0266830	2	False	0266830	1	1
krona	15	False	krona	13	13
agv 123	1	False	agv 123	10	10
276228	26	False	276228	1	1
Gorenje BM 235 CLI	3	False	Gorenje BM 235 CLI	13	13
Варочная панель GEFEST СГ СВН 2230 К11	1	False	Варочная панель GEFEST СГ СВН 2230 К11	1	1
Утюг с парогенератором	3	False	Утюг с парогенератором	12	12
стиральные машины автомат	715	False	стиральные машины автомат	19	19
QM-1008S	1	False	QM-1008S	0	0
микроволновые печи	3244	False	микроволновые печи	19	19
284445	3	False	284445	1	1
духовые шкафы	132	False	духовые шкафы	18	18
атлант-009	1	False	атлант-009	2	2
каминокомплект электрический	370	False	каминокомплект электрический	19	19
телевизоры 24 диагональ	117	False	телевизоры 24 диагональ	18	18
INDESIT DIF 14B1	1	False	INDESIT DIF 14B1	0	0
Filtero SAM 02 (5) Standard	1	False	Filtero SAM 02 (5) Standard	1	1
фильтр	13	False	фильтр	15	15
кофе	152	False	кофе	19	19
Слайсер 250ES-10 Ksitex	1	False	Слайсер 250ES-10 Ksitex	0	0
Beko DIN	1	False	Beko DIN	15	15
215149	4	False	215149	1	1
1066	36	False	1066	9	9
69X10	1	False	69X10	2	2
встраиваемый холодильник	1373	False	встраиваемый холодильник	18	18
vbrhjdjkyjdfz gtxm	4	True	микроволновая печь	20	19
стиральная машина	1355	False	стиральная машина	19	19
портативная акустика jbl	64	False	портативная акустика jbl	19	19
Блендер	227	False	Блендер	19	19
тостер	370	False	тостер	19	19
МФУ HP Color LaserJet Pro MFP M281fdn	1	False	МФУ HP Color LaserJet Pro MFP M281fdn	0	0
индукционные варочные панели	1239	False	индукционные варочные панели	19	19
laurastar	29	False	laurastar	15	15
275767	1	False	275767	1	1
24 51 ts	2	False	24 51 ts	10	10
Паровая станция Philips GC 8712/20	1	False	Паровая станция Philips GC 8712/20	0	0
телевизор смарт тв 32	9	True	телевизор smart тв 32	19	19
телевизоры	915	False	телевизоры	19	19
кофемашины	732	False	кофемашины	19	19
bosch	1550	False	bosch	11	11
с-м atlant сма-50 у 102	1	True	см atlant сма-50 у 102	1	1
Варочные панели	246	False	Варочные панели	19	19
Scarlett SC-SI30K15	5	False	Scarlett SC-SI30K15	0	0
стиральная машина boch	44	False	стиральная машина boch	19	19
90NB0CN1-M00660	5	False	90NB0CN1-M00660	1	1
сма 3	1	True	sma 3	10	10
5100-02 0068	3	False	5100-02 0068	1	1
325SNw	1	True	325 snw	1	10
hyperx	4	False	hyperx	0	0
225588	30	False	225588	0	0
Телевизор Samsung UE55NU7400U	1	False	Телевизор Samsung UE55NU7400U	1	1
холодильник liebherr	96	False	холодильник liebherr	19	19
водонагреватель электрический накопительный	1368	False	водонагреватель электрический накопительный	19	19
E4KTAT01	1	False	E4KTAT01	1	1
263014	2	False	263014	1	1
247260	1	False	247260	1	1
206132	38	False	206132	1	1
стиральная машинка фея	5	False	стиральная машинка фея	18	18
6020	9	False	6020	10	10
кресло	278	False	кресло	19	19
samsung	312	False	samsung	13	13
измельчитель	78	False	измельчитель	17	17
Ковш	4	False	Ковш	20	20
мойки	71	False	мойки	19	19
электро камины	30	False	электро камины	19	19
LG 65UK7550	2	False	LG 65UK7550	1	1
XT 1001	1	False	XT 1001	11	11
candy	662	False	candy	15	15
4GR13EA	1	False	4GR13EA	0	0
кондиционер сплит система	280	False	кондиционер сплит система	18	18
277291	3	False	277291	1	1
газовый водонагреватель	624	False	газовый водонагреватель	19	19
dyson animal	316	False	dyson animal	5	5
бумажные фильтры для кофеварок	15	False	бумажные фильтры для кофеварок	11	11
утюг	713	False	утюг	19	19
смартфон	154	False	смартфон	19	19
Samsung UE28J4100AKXUA	1	False	Samsung UE28J4100AKXUA	0	0
Электрический духовой шкаф BOSCH	1	False	Электрический духовой шкаф BOSCH	15	15
Гладильная доска	60	False	Гладильная доска	19	19
Посуда	73	False	Посуда	19	19
камеры видеонаблюдения	11	False	камеры видеонаблюдения	6	6
iphone 8	30	False	iphone 8	15	15
aeg радио	1	False	aeg радио	18	18
Атлант	55	True	atlant	18	17
43UK6390	13	False	43UK6390	1	1
RK6191AW	4	False	RK6191AW	1	1
инфракрасные обогреватели	83	False	инфракрасные обогреватели	18	18
сковороды	124	False	сковороды	19	19
lg	148	False	lg	10	10
Телевизор 19	2	False	Телевизор 19	18	18
148388	18	False	148388	1	1
hansa	153	False	hansa	12	12
мойка кухонная врезная	384	False	мойка кухонная врезная	19	19
микроволновая печь	457	False	микроволновая печь	19	19
холодильник atlant х 1401 серии	1	False	холодильник atlant х 1401 серии	0	0
 Samsung QE49Q6FNAUXRU	1	False	samsung qe49q6fnauxru	1	1
20163 OE	1	False	20163 OE	0	0
royal thermo	9	False	royal thermo	17	17
270863	4	False	270863	1	1
fiskars	32	False	fiskars	17	17
103708	108	False	103708	1	1
LG 43UK6300	13	False	LG 43UK6300	1	1
стабилизатор напряжения ресанта	23	False	стабилизатор напряжения ресанта	20	20
ОЧАГИ ДЛЯ КАМИНА	3	False	ОЧАГИ ДЛЯ КАМИНА	0	0
183694	11	False	183694	1	1
встраиваемая электрическая варочная панель	1104	False	встраиваемая электрическая варочная панель	19	19
лампа	51	False	лампа	17	17
лопата для чистки снега	52	False	лопата для чистки снега	10	10
свч	183	False	свч	10	10
4521 000	2	False	4521 000	4	4
полотенцесушитель	79	False	полотенцесушитель	0	0
встроенная посудомоечная машина	24	False	встроенная посудомоечная машина	1	1
261287	4	False	261287	1	1
кулер для воды напольный	611	False	кулер для воды напольный	19	19
endever	45	False	endever	9	9
Электроплита на 2комфорки	1	False	Электроплита на 2комфорки	0	0
steba	30	False	steba	11	11
Electrolux EW7WR447W	5	False	Electrolux EW7WR447W	1	1
Zanussi	134	False	Zanussi	15	15
Samsung a9	4	False	Samsung a9	13	13
187039	27	False	187039	1	1
0278325	2	False	0278325	1	1
DF 5180 W	11	False	DF 5180 W	1	1
Pioneer KFR25MW / KOR25MW	1	False	Pioneer KFR25MW / KOR25MW	0	0
Airport	1	False	Airport	0	0
вытяжка куперсберг ф 600	1	False	вытяжка куперсберг ф 600	16	16
газовая варочная панель 4 конфорки	91	False	газовая варочная панель 4 конфорки	18	18
мешки для пылесоса BGN	1	False	мешки для пылесоса BGN	19	19
KENWOOD KFC-S1676EX	20	False	KENWOOD KFC-S1676EX	0	0
kitchenaid	193	False	kitchenaid	15	15
Варочная панель	356	False	Варочная панель	19	19
ресанта с-500	1	False	ресанта с-500	20	20
чайник электрический	2076	False	чайник электрический	19	19
синий	1	False	синий	20	20
винный шкаф встраиваемый	49	False	винный шкаф встраиваемый	18	18
philips	225	False	philips	16	16
массажер	80	False	массажер	18	18
hbg578bb0r	4	False	hbg578bb0r	1	1
встраиваемая свч	6	False	встраиваемая свч	19	19
холодильник kraft	7	False	холодильник kraft	16	16
встраиваемый электрический духовой шкаф	1338	False	встраиваемый электрический духовой шкаф	19	19
4710	6	False	4710	12	12
266312	5	False	266312	1	1
термопот	282	False	термопот	16	16
9174	4	False	9174	2	2
Стиральная машина Candy Aquamatic 10T	1	False	Стиральная машина Candy Aquamatic 10T	0	0
0210306	6	False	0210306	1	1
200026	8	False	200026	2	2
atlant 70С1010	94	False	atlant 70С1010	0	0
aeg	288	False	aeg	10	10
predator helios 300	1	False	predator helios 300	0	0
PCH6A5B90R	1	False	PCH6A5B90R	1	1
226453	1	False	226453	1	1
atlant 6021	32	False	atlant 6021	1	1
160882	10	False	160882	1	1
пылесос	1079	False	пылесос	19	19
Посудомоечная машина электролюкс ESL94200LO	1	True	посудомоечная машина electrolux esl94200lo	1	1
Galaxy watch	4	False	Galaxy watch	2	2
18118	2	False	18118	0	0
rb 38	1	False	rb 38	10	10
216300	8	False	216300	2	2
atlant 4624	298	False	atlant 4624	1	1
158708	3	False	158708	1	1
lg 7500	5	False	lg 7500	6	6
Kitfort	65	False	Kitfort	16	16
ломтерезка	89	False	ломтерезка	7	7
24360	4	False	24360	0	0
Hotpoint-Ariston RSM 601 W	11	False	Hotpoint-Ariston RSM 601 W	8	8
haier	1352	False	haier	11	11
катридж для воды	1	False	катридж для воды	8	8
светодиодные лампы	157	False	светодиодные лампы	18	18
yj; lkz czcjhe,rb	1	True	нож lkz мясорубки	4	17
ESL95360LA	19	False	ESL95360LA	0	0
набор ножей	15	False	набор ножей	11	11
LED32S52	1	False	LED32S52	0	0
Индукционная варочная панель Electrolux IPE6443SF	1	False	Индукционная варочная панель Electrolux IPE6443SF	0	0
шуруповерт ударный	20	False	шуруповерт ударный	19	19
радиотелефон	85	False	радиотелефон	4	4
kitfort	386	False	kitfort	16	16
Hotpoint ariston	3	True	hotpoint-ariston	10	8
BOSCH HMG 636 NS1	1	False	BOSCH HMG 636 NS1	11	11
зеркало косметическое	17	False	зеркало косметическое	13	13
медиаплеер для тв	23	False	медиаплеер для тв	17	17
hansa стиральные машины	5	False	hansa стиральные машины	12	12
микроволновка	577	False	микроволновка	19	19
electrolux	2710	False	electrolux	18	18
Hotpoint-Ariston HFP 5200 W	9	False	Hotpoint-Ariston HFP 5200 W	0	0
электрическая плита 60 см	3	False	электрическая плита 60 см	19	19
Горение	6	True	gorenje	18	13
EW6S4R06Bi	2	False	EW6S4R06Bi	0	0
4708	16	False	4708	1	1
электрогриль	238	False	электрогриль	19	19
Стиральная машина Bosch WLL242620E	1	False	Стиральная машина Bosch WLL242620E	0	0
заварочный чайник	14	False	заварочный чайник	2	2
тв тумбы	11	False	тв тумбы	20	20
мотоблок	47	False	мотоблок	17	17
Машинки для стрижки волос	8	False	Машинки для стрижки волос	20	20
ПОСУДОМОЙКА ЭЛЕКТРОЛЮКС 60 СМ	2	True	посудомойка electrolux 60 см	17	17
пароварки	23	False	пароварки	10	10
Самсунг RL 53	1	True	samsung rl 53	14	13
atlant 7606	99	False	atlant 7606	0	0
холодильник BRAVO XR-81	2	False	холодильник BRAVO XR-81	1	1
yj;ybws lkz gnbws ghtpbltyn	1	True	ножницы lkz gnbws president	0	0
газовые плиты	973	False	газовые плиты	19	19
ноутбук dell	24	False	ноутбук dell	17	17
Vestfrost VF 916 B	2	False	Vestfrost VF 916 B	11	11
конвектор	177	False	конвектор	19	19
kuppersberg slimlux ii 60 bg	2	False	kuppersberg slimlux ii 60 bg	2	2
225566	12	False	225566	1	1
винный	2	False	винный	16	16
 2722836	1	False	2722836	0	0
телевизор	1126	False	телевизор	18	18
iphone	309	False	iphone	15	15
Кухонная мойка BLANCO	44	False	Кухонная мойка BLANCO	19	19
162489	7	False	162489	1	1
водонагреватель	492	False	водонагреватель	19	19
IPE6443SF	3	False	IPE6443SF	1	1
духовой шкаф hotpoint-ariston fi5 851 h ix ha	1	False	духовой шкаф hotpoint-ariston fi5 851 h ix ha	0	0
32J5205	6	False	32J5205	0	0
indesit wiun103	1	False	indesit wiun103	0	0
казан	61	False	казан	16	16
Фен дайсон	1	True	фен dyson	16	14
бирюса	142	False	бирюса	5	5
Смесители	111	False	Смесители	19	19
Bosch WLL 24266	14	False	Bosch WLL 24266	1	1
бензопилы	81	False	бензопилы	19	19
246908	16	False	246908	1	1
Samsung WW70K62E69S	8	False	Samsung WW70K62E69S	0	0
2401	17	False	2401	8	8
ASKO W2086 C.W.P.	2	True	asko w 2086 c.w.p.	1	1
сплит системы	37	False	сплит системы	19	19
увлажнитель воздуха паровой	2	False	увлажнитель воздуха паровой	8	8
магистральная система гейзер	1	False	магистральная система гейзер	20	20
LED LG 49UJ639	2	False	LED LG 49UJ639	0	0
стиральные машины bosch	36	False	стиральные машины bosch	19	19
Холодильник LG GW-B499 BLQZ	1	True	холодильник lg gw-b 499 blqz	0	0
160538	27	False	160538	1	1
Gefest 5502-03 0044	2	False	Gefest 5502-03 0044	0	0
yfrbg ищыср	1	True	накипи bosch	8	4
4.7Gb 16x Color Verbatim	1	False	4.7Gb 16x Color Verbatim	0	0
022	5	False	022	10	10
insinkerator	14	False	insinkerator	3	3
197113	2	False	197113	1	1
большой двухдверный холодильник	15	False	большой двухдверный холодильник	2	2
культиватор бензиновый	8	False	культиватор бензиновый	1	1
SRS-XB 20	1	False	SRS-XB 20	3	3
телевизор 32 lg 510 u	1	False	телевизор 32 lg 510 u	18	18
таблетки для посудомоечных машин	112	False	таблетки для посудомоечных машин	17	17
Телевизор	272	False	Телевизор	18	18
наушники bluetooth	57	False	наушники bluetooth	18	18
Пылесос Samsung SC 5241	4	False	Пылесос Samsung SC 5241	1	1
275695	11	False	275695	1	1
Холодильник	732	False	Холодильник	19	19
Tescoma	417	False	Tescoma	19	19
lg холодильник двухкамерный no frost	161	False	lg холодильник двухкамерный no frost	19	19
 MDR-XB70BT	1	False	mdr-xb70bt	3	3
0241943	1	False	0241943	0	0
277227	4	False	277227	1	1
hori	1	False	hori	9	9
199273	28	False	199273	1	1
Supra	7	False	Supra	11	11
210877	1	False	210877	1	1
248109	4	False	248109	1	1
Braun 9297	1	False	Braun 9297	0	0
205143	12	False	205143	1	1
фильтры для пылесосов	243	False	фильтры для пылесосов	19	19
сплит 18	4	False	сплит 18	19	19
200976	19	False	200976	1	1
263034	1	False	263034	1	1
144207	7	False	144207	1	1
Индукционная плиты	1	False	Индукционная плиты	20	20
BHI 68308	2	False	BHI 68308	1	1
HBN211S4	4	False	HBN211S4	1	1
4 KGN39XI2AR	1	False	4 KGN39XI2AR	0	0
0134318	2	False	0134318	1	1
мороженица	35	False	мороженица	8	8
fnf170	1	False	fnf170	11	11
200056	1	False	200056	1	1
200304	7	False	200304	1	1
полив	7	False	полив	20	20
284612	33	False	284612	1	1
кухонный комбайн bosch	16	False	кухонный комбайн bosch	17	17
с/м Indesit WIUN 81 (CSI/CIS)	1	False	с/м Indesit WIUN 81 (CSI/CIS)	0	0
DAEWOO KOR-5A0BW	1	False	DAEWOO KOR-5A0BW	0	0
чайник	659	False	чайник	19	19
кабель антенный	43	False	кабель антенный	16	16
Обогреватель	15	False	Обогреватель	19	19
mg 47	1	False	mg 47	10	10
робот-пылесос	128	False	робот-пылесос	18	18
Lenovo Ideapad S130-14IGM	2	False	Lenovo Ideapad S130-14IGM	0	0
Sony tablet z	1	False	Sony tablet z	0	0
Перфоратор	23	False	Перфоратор	19	19
276566	16	False	276566	1	1
Пылесос Samsung VCC 885 HH3P/XEV	5	False	Пылесос Samsung VCC 885 HH3P/XEV	1	1
С‚РµР»РµС„РѕРЅ samsung	5	False	с‚рµр» рµс„рѕрѕ samsung	18	0
микроволновые печи свч	461	False	микроволновые печи свч	19	19
Встраиваемая индукционная плита	2	False	Встраиваемая индукционная плита	0	0
Напольные весы	2	False	Напольные весы	19	19
260628	12	False	260628	1	1
встраиваемые стиральные машины	80	False	встраиваемые стиральные машины	17	17
EOB53434AK	10	False	EOB53434AK	1	1
Дарина 1U BDE111 707 At	1	True	darina 1u bde 111 707 at	1	8
6450 PLC	1	False	6450 PLC	5	5
робот пылесос влажная уборка	60	False	робот пылесос влажная уборка	15	15
проточный водонагреватель электрический	41	False	проточный водонагреватель электрический	19	19
Liebherr UIK 1510	4	False	Liebherr UIK 1510	1	1
атлант	163	True	atlant	18	17
увлажнитель polaris	2	False	увлажнитель polaris	7	7
111380	12	False	111380	0	0
GRAUDE EWTA 80.0	8	False	GRAUDE EWTA 80.0	0	0
atlant 4619	51	False	atlant 4619	1	1
щетка для пылесоса	44	False	щетка для пылесоса	19	19
194456	3	False	194456	1	1
topperr	39	False	topperr	13	13
блендеры	297	False	блендеры	19	19
wolt	3	True	volt	12	9
REDMOND RB-S500H	1	False	REDMOND RB-S500H	0	0
gipfel	1	False	gipfel	0	0
Керамическая плита ZANUSSI ZCV9550G1S	1	False	Керамическая плита ZANUSSI ZCV9550G1S	0	0
186693	15	False	186693	1	1
духовой шкаф	986	False	духовой шкаф	19	19
HBF 554YS0R	2	False	HBF 554YS0R	1	1
факс	5	False	факс	20	20
maunfeld tower	10	False	maunfeld tower	10	10
сумки для ноутбуков	11	False	сумки для ноутбуков	18	18
JVC LT-24M585W	8	False	JVC LT-24M585W	0	0
увлажнитель воздуха	1292	False	увлажнитель воздуха	19	19
бойлер накопительный	115	False	бойлер накопительный	15	15
HBA 63 B 251	2	False	HBA 63 B 251	10	10
холодильник beko	71	False	холодильник beko	18	18
посудомоечные машины	687	False	посудомоечные машины	19	19
РЅРѕСѓС‚Р±СѓРєРё	12	False	РЅРѕСѓС‚Р±СѓРєРё	20	20
Мойки кухонные	7	False	Мойки кухонные	20	20
ноутбуки	450	False	ноутбуки	19	19
кофемашина	436	False	кофемашина	19	19
кулер	270	False	кулер	19	19
тв приставка	36	False	тв приставка	14	14
Двухкамерный холодильник ATLANT МХМ 2835	4	False	Двухкамерный холодильник ATLANT МХМ 2835	2	2
Bosch SMV 46MX04E	1	False	Bosch SMV 46MX04E	0	0
посудомоечная машина 45 см	374	False	посудомоечная машина 45 см	19	19
мясорубка	557	False	мясорубка	19	19
203879	5	False	203879	1	1
Xiaomi Redmi 6 4/64GB Розовое Золото/Pink	1	False	Xiaomi Redmi 6 4/64GB Розовое Золото/Pink	0	0
кухонная мойка	598	False	кухонная мойка	19	19
планшет	241	False	планшет	20	20
198478	90	False	198478	1	1
Электрощипцы Lee Stafford LSHT01RU	1	False	Электрощипцы Lee Stafford LSHT01RU	0	0
 GC5034	1	False	gc5034	0	0
msi	26	False	msi	10	10
ящик для морозильной камеры холодильника	36	False	ящик для морозильной камеры холодильника	20	20
213838	5	False	213838	1	1
magic remote	5	False	magic remote	16	16
насос	85	False	насос	19	19
электроплита gorenje ec62clb	1	False	электроплита gorenje ec62clb	1	1
245504	1	False	245504	1	1
103722	14	False	103722	1	1
atlant 70С107	15	False	atlant 70С107	0	0
mvi 2222	1	False	mvi 2222	0	0
Samsung (Самсунг) UE43MU6100U	1	True	samsung (samsung) ue43mu6100u	0	0
CANDY CS4 1272D3/2	2	False	CANDY CS4 1272D3/2	1	1
filtero	133	False	filtero	13	13
автомобильное зарядное устройство	32	False	автомобильное зарядное устройство	17	17
SR615X72NR	3	False	SR615X72NR	1	1
варочная панель керамика электрическая	13	False	варочная панель керамика электрическая	19	19
bosch kgs	35	False	bosch kgs	11	11
LIEBHERR SBSES 8486	2	False	LIEBHERR SBSES 8486	1	1
вытяжка 60	1177	False	вытяжка 60	19	19
Philips S1100/04	2	False	Philips S1100/04	1	1
dxracer	2	False	dxracer	0	0
помк	1	True	по	20	10
arnica	155	False	arnica	16	16
107958	7	False	107958	0	0
обо	32	False	обо	10	10
насосы циркуляционные	32	False	насосы циркуляционные	19	19
вытяжка	1469	False	вытяжка	19	19
2606	2	False	2606	5	5
bork	548	False	bork	17	17
Timberk SWH FSP1 80 V	2	False	Timberk SWH FSP1 80 V	0	0
Посудомоечная машина Siemens SN 636X01 KE	2	False	Посудомоечная машина Siemens SN 636X01 KE	0	0
indesit df 4180 w	16	False	indesit df 4180 w	1	1
4421	16	False	4421	2	2
Asus vivobook	3	False	Asus vivobook	5	5
KUPPERSBERG KRD 20160 W	2	False	KUPPERSBERG KRD 20160 W	0	0
4711-100	2	False	4711-100	0	0
индукционная плитка caso	1	False	индукционная плитка caso	0	0
индукционные плиты	514	False	индукционные плиты	18	18
3200 05	3	False	3200 05	4	4
Bosch SPV 25DX10R	4	False	Bosch SPV 25DX10R	1	1
С…РѕР»РѕРґРёР»СЊРЅРёРє	77	False	с…рѕр» рѕрґрёр» сњрѕрёрє	19	0
 KGN39W2AR	1	False	kgn39w2ar	0	0
bosch варочная электро панель	8	False	bosch варочная электро панель	20	20
Keter	29	False	Keter	18	18
0280268	3	False	0280268	1	1
миксер	429	False	миксер	19	19
кресло для руководителя	2	False	кресло для руководителя	17	17
кухонная мойка blanco	43	False	кухонная мойка blanco	19	19
Candy GVSW 385TC/5	2	False	Candy GVSW 385TC/5	0	0
omoikiri sumi 65	3	False	omoikiri sumi 65	18	18
тэн	3	False	тэн	10	10
вытяжка 60 см	5	False	вытяжка 60 см	19	19
537	5	False	537	10	10
Телевизоры 24 дюйма	2	False	Телевизоры 24 дюйма	0	0
 Смартфон Huawei Y9 2018 Gold (FLA-LX1) Huawei	1	False	смартфон huawei y9 2018 gold (fla-lx1) huawei	0	0
hoover	71	False	hoover	17	17
SMV46NX01R	36	False	SMV46NX01R	0	0
вакуумный упаковщик	270	False	вакуумный упаковщик	18	18
df 4180	7	False	df 4180	7	7
Пылесос Dyson V8 Absolute	2	False	Пылесос Dyson V8 Absolute	0	0
0241396	1	False	0241396	0	0
elektroluks	5	False	elektroluks	19	19
Духовой шкаф Electrolux OPEB4330V	1	False	Духовой шкаф Electrolux OPEB4330V	0	0
atlant 60У1010	155	False	atlant 60У1010	1	1
49 5000	3	False	49 5000	5	5
холодильник schaub lorenz slus 335 g2	1	False	холодильник schaub lorenz slus 335 g2	1	1
утюг с парогенератором	123	False	утюг с парогенератором	12	12
270234	3	False	270234	1	1
камины	158	False	камины	19	19
0160567	2	False	0160567	1	1
отпариватель	230	False	отпариватель	18	18
Philips HP 8664/00	2	False	Philips HP 8664/00	1	1
мойка кухонная искусственный гранит	278	False	мойка кухонная искусственный гранит	19	19
265667	4	False	265667	1	1
286302	6	False	286302	1	1
Кофемашина	123	False	Кофемашина	19	19
253120	1	False	253120	1	1
217510	3	False	217510	1	1
F2H7HS2W	7	False	F2H7HS2W	0	0
calblock	41	False	calblock	0	0
стабилизатор напряжения	296	False	стабилизатор напряжения	19	19
Коляски	30	False	Коляски	18	18
сушилка для белья напольная	81	False	сушилка для белья напольная	18	18
Холодильник LG GA-B429 SEQZ	1	True	холодильник lg ga-b 429 seqz	1	0
hotpoint-ariston vmuf 501 b	3	False	hotpoint-ariston vmuf 501 b	1	1
сетка	1	False	сетка	9	9
Кулер для воды	26	False	Кулер для воды	19	19
газовая плита гефест	10	True	газовая плита gefest	18	19
Стиральная машина Candy GVS 44 138 TWHC-07	2	False	Стиральная машина Candy GVS 44 138 TWHC-07	1	1
лампочки светодиодные	127	False	лампочки светодиодные	19	19
232878	5	False	232878	1	1
SAMSUNG MS23K3513AK	1	False	SAMSUNG MS23K3513AK	0	0
216130	34	False	216130	1	1
электровафельница	2	False	электровафельница	1	1
50ULEA18T2SM	3	False	50ULEA18T2SM	1	1
Электрический духовой шкаф Weissgauff EOA 69 AN	2	False	Электрический духовой шкаф Weissgauff EOA 69 AN	0	0
Metabo KGS 315	2	False	Metabo KGS 315	11	11
Сантехника	8	False	Сантехника	14	14
очаг	84	False	очаг	19	19
Bosch VitaFresh Serie | 4 KGN39XI2AR	2	False	Bosch VitaFresh Serie | 4 KGN39XI2AR	0	0
фильтры для воды	348	False	фильтры для воды	18	18
стиральные машины с механическим управлением	3	False	стиральные машины с механическим управлением	0	0
Пылесос	309	False	Пылесос	19	19
Микроволновка	285	False	Микроволновка	19	19
Beko WRS 54P2 BWW	1	False	Beko WRS 54P2 BWW	0	0
43 5202	2	False	43 5202	4	4
bosch hbf 534 eb 0r	8	False	bosch hbf 534 eb 0r	11	11
Варочная панель Zanussi	2	False	Варочная панель Zanussi	7	7
Утюг	94	False	Утюг	19	19
276600	15	False	276600	1	1
фильтр для вытяжки	122	False	фильтр для вытяжки	19	19
lg fhoh4ndo	1	False	lg fhoh4ndo	0	0
средство для пуха	4	False	средство для пуха	3	3
0268934	1	False	0268934	1	1
телефон для дома	204	False	телефон для дома	16	16
kolner	421	False	kolner	18	18
MAUNFELD MEOXS 436 WL	1	False	MAUNFELD MEOXS 436 WL	1	1
229492	1	False	229492	1	1
zigmund	1753	False	zigmund	14	14
161784	10	False	161784	1	1
260833	5	False	260833	1	1
rowenta cv 8340 f0 essentials	1	False	rowenta cv 8340 f0 essentials	1	1
аквафор	111	False	аквафор	19	19
202596	17	False	202596	1	1
esf 9552	1	False	esf 9552	2	2
с игннератором льда	2	True	с генератором льда	0	0
парогенератор	233	False	парогенератор	16	16
Бензиновая газонокосилка DAEWOO DLM6000SV	8	False	Бензиновая газонокосилка DAEWOO DLM6000SV	1	1
0189904	5	False	0189904	1	1
холодильник shivaki	29	False	холодильник shivaki	13	13
